SESSION START : 1352910095571
SESSION SEED  : 1352910095571
PARENT SELECTION : tournament T-SIZE:  2  REPLACE: r
SURVIVAL STRATEGY: + 
SURVIVAL SELECTION: tournament T-SIZE:  2  REPLACE: r
RECOMBINATION: npoint  N-SIZE:  3
MUTATION: BIT FLIP
EVALS UNTIL TERMINATION: 100 
POPULATION SIZE: 40
OFFSPRING SIZE: 20
GRAPH POPULATION SIZE: 100
SAMPLING SIZE 10
PARENT SELECTION : tournament T-SIZE:  2  REPLACE: r
GRAPH SURVIVAL STRATEGY: + 
GRAPH SURVIVAL SELECTION: tournament T-SIZE:  2  REPLACE: r
RUN: 1
	421	-30.0238090463	-23.055258216	-0.0415964085302	-0.0369996241308
	841	-30.6186952872	-26.4559119185	-0.038453155458	-0.0766922619399
	1261	-28.3806097192	-22.9502902849	-0.0483958526285	-0.029696287964
	1681	-29.4259483849	-25.1511121002	-0.0439252361053	-0.0900745969902
	2101	-29.1372891713	-27.7378417314	-0.0417893613575	-0.126487754249
	2521	-32.2536316377	-27.6828651096	-0.0391862892509	-0.0492881721722
	2941	-30.6886734169	-28.7239297553	-0.0391809105077	-0.0431498534695
	3361	-31.4493599316	-30.9517403646	-0.0397588062022	-0.0303104606166
	3781	-33.7323779548	-26.9686233794	-0.0374231399633	-0.0462181709846
	4201	-30.1284633143	-26.5309317123	-0.0438070244765	-0.0836628135235
	4621	-31.4655525036	-28.9640078094	-0.0360725525905	-0.0451077328897
	5041	-30.6990378773	-25.8493397524	-0.0432789396336	-0.0783435803786
	5461	-28.9339908681	-23.8703187104	-0.042179716574	-0.0852443737836
	5881	-29.1810566122	-21.7971267183	-0.0410244315348	-0.04899412792
	6301	-30.0028407776	-21.8599106343	-0.0420772435616	-0.0336543085423
	6721	-30.6553505987	-25.9851854689	-0.0401124265861	-0.0193201001225
	7141	-29.8843148381	-28.3785211575	-0.0417716943056	-0.105001698087
	7561	-29.448215265	-22.2052420984	-0.0406527999047	-0.0357273461267
	7981	-30.6869707251	-24.6356464749	-0.0409154746721	-0.112610529969
	8401	-29.4195197858	-21.8028146987	-0.0414358314686	-0.0752495857173
