SESSION START : 1352910505462
SESSION SEED  : 1352910505462
PARENT SELECTION : tournament T-SIZE:  2  REPLACE: r
SURVIVAL STRATEGY: + 
SURVIVAL SELECTION: tournament T-SIZE:  2  REPLACE: r
RECOMBINATION: npoint  N-SIZE:  3
MUTATION: BIT FLIP
EVALS UNTIL TERMINATION: 100 
POPULATION SIZE: 40
OFFSPRING SIZE: 20
GRAPH POPULATION SIZE: 100
SAMPLING SIZE 10
PARENT SELECTION : tournament T-SIZE:  2  REPLACE: r
GRAPH SURVIVAL STRATEGY: + 
GRAPH SURVIVAL SELECTION: tournament T-SIZE:  2  REPLACE: r
RUN: 1
	421	-32.8104831821	-29.118663341	-0.0356654508524	-0.0305436083178
	841	-33.4188006026	-27.5376316309	-0.0342488413534	-0.0447005675657
	1261	-32.9384102324	-25.2480839064	-0.0336909545731	-0.0486452758224
	1681	-32.086015299	-28.4162082941	-0.035783365557	-0.0368448365335
	2101	-31.6941386172	-29.3150743037	-0.0341513682703	-0.0398633257403
	2521	-31.6531579308	-28.7064850369	-0.0384878046223	-0.0679927227208
	2941	-30.2222751356	-21.9362058114	-0.0372999176747	-0.0304549134979
	3361	-28.3705137504	-20.770363899	-0.0367214163955	-0.031382571458
	3781	-29.8710465326	-24.5860644041	-0.037659352846	-0.0504063067369
	4201	-30.261501161	-22.3602350788	-0.0361282174503	-0.0484979328924
	4621	-30.6773813699	-25.926971257	-0.0349340524761	-0.0454506679406
	5041	-31.442602808	-23.9727683958	-0.0348108371404	-0.0365456821026
	5461	-30.9636377034	-26.5965409007	-0.0376120607065	-0.0479051861078
	5881	-32.1478151548	-28.1609059109	-0.0364002836588	-0.0617715050611
	6301	-30.6524836842	-25.1142052709	-0.035860022331	-0.0542248142748
	6721	-29.307391834	-27.1839955706	-0.0369314295571	-0.041552963808
	7141	-30.8306701218	-25.2511473536	-0.0383062824287	-0.0625724390282
	7561	-29.3162219839	-23.7591064978	-0.0382171337193	-0.0521403407171
	7981	-31.6754894835	-26.2029778084	-0.0374719678754	-0.0824593259671
	8401	-33.2679858195	-30.1365919447	-0.0344708667387	-0.042408962505
	8821	-31.8476617704	-29.7018055381	-0.0352688518421	-0.0616964482873
	9241	-33.0148541906	-27.6175754889	-0.0347646711368	-0.0580421837567
	9661	-32.859241222	-29.8409871483	-0.0357954856243	-0.05131468732
	10081	-32.2874081568	-27.7424608405	-0.0342572322607	-0.0440081593792
	10501	-33.2346178848	-29.2078091654	-0.0351347139348	-0.0201662038791
	10921	-28.2093681381	-23.865088434	-0.0371251435577	-0.046159395793
	11341	-32.7999482837	-29.9532006933	-0.0361787667959	-0.0434411610264
	11761	-29.9552313101	-26.9505378035	-0.0371292978442	-0.0718964589728
	12181	-34.0369751852	-32.4580565226	-0.0361168687262	-0.0613087597514
	12601	-34.1859805258	-30.7035958152	-0.0336242302258	-0.0687623119432
	13021	-30.973094407	-23.266512917	-0.0371119584913	-0.0547265120632
	13441	-31.511851731	-26.4042022752	-0.0342242774771	-0.0485487733429
	13861	-31.4151886099	-27.3056911583	-0.0378612412429	-0.0489297030364
	14281	-29.3775954692	-25.1020488875	-0.0369016088582	-0.0654687161894
	14701	-33.2140166787	-29.485253027	-0.0348860929942	-0.0360843886495
	15121	-33.441145213	-28.1460090133	-0.0365567458735	-0.07147347906
	15541	-32.2036243599	-25.4246129482	-0.034249634415	-0.0458428693499
	15961	-30.5728044388	-25.1688919938	-0.0340869263599	-0.042798657788
	16381	-31.003804493	-26.0878133465	-0.0373887511928	-0.0700636419782
	16801	-29.7228613903	-23.0952564558	-0.0390695896944	-0.0533591957828
	17221	-31.366508444	-25.2021956039	-0.0365031587903	-0.0302976203752
	17641	-29.8663070139	-24.3907978956	-0.0385986401418	-0.0519053151322
	18061	-32.4130206083	-27.9951129008	-0.0356924484352	-0.0613891487371
	18481	-33.1045125584	-26.9773173226	-0.0360387911916	-0.0192598987503
	18901	-32.2096180202	-27.0669951403	-0.0361055211709	-0.031017267223
	19321	-31.5015903123	-29.1618852522	-0.0352985191546	-0.0328390494443
	19741	-30.4841186375	-23.0047945205	-0.0403313128341	-0.0485243406887
	20161	-31.1886298578	-27.5176098071	-0.0376648720071	-0.0498784464676
	20581	-30.7999861048	-25.8079311595	-0.0385061054221	-0.0569234567171
	21001	-33.9213103858	-29.0645394869	-0.0345725854394	-0.0671832121898
	21421	-30.4167553904	-22.7847096652	-0.0373619288317	-0.0638012130442
	21841	-31.4813777723	-29.0146566312	-0.0375366604416	-0.0195667609376
	22261	-30.8140437134	-23.8468689026	-0.0379274470275	-0.0604536567029
	22681	-31.5683788685	-26.0408928073	-0.0388089391031	-0.0300985378736
	23101	-30.848493304	-27.6250205863	-0.0348658610692	-0.0353083441753
	23521	-30.8028039322	-27.8963808378	-0.0413490011136	-0.047432139278
	23941	-29.5468076645	-25.7891545343	-0.0383230097707	-0.0432558909552
	24361	-30.5009165217	-28.8761771406	-0.0379721347068	-0.0434892403901
	24781	-31.5215454013	-28.5996956771	-0.0354666870609	-0.0460758182658
	25201	-32.7118446444	-27.8943261656	-0.0354909701097	-0.0317881984799
	25621	-28.4974350951	-26.7957568743	-0.0373312148794	-0.0740257470253
	26041	-31.9060662817	-25.6902758209	-0.0355033020714	-0.0449841058292
	26461	-32.5083357909	-28.7337427431	-0.0347143432146	-0.0184416656289
	26881	-32.4088969524	-26.6576377328	-0.0351967188607	-0.0195317931657
	27301	-31.1164336302	-24.2383461949	-0.0376847179217	-0.0306092702361
	27721	-31.1729872674	-27.1803285978	-0.0361095911751	-0.0792722094781
	28141	-30.409018505	-23.5706860389	-0.03991770694	-0.067723388183
	28561	-30.0847439737	-26.9818985739	-0.0380693324695	-0.0475611680802
	28981	-30.7520555303	-23.3397669901	-0.0376181742691	-0.0718056204832
	29401	-28.851779245	-23.0663644655	-0.0390948148753	-0.0307510646271
	29821	-31.2997731687	-28.0031047145	-0.036724973593	-0.0796589417162
	30241	-30.9883480453	-29.332211548	-0.0358231013181	-0.0389580937759
	30661	-29.8217724143	-26.9985983629	-0.0378374053949	-0.0186826208879
	31081	-31.571023122	-25.2502982263	-0.0385086040496	-0.0577111037918
	31501	-30.0229439837	-28.3603673278	-0.0367240348682	-0.0297431489301
	31921	-30.2726406571	-28.8694943135	-0.0388549434566	-0.030690640141
	32341	-28.132449456	-23.9663903313	-0.0371487931624	-0.050029151553
	32761	-31.4064758126	-25.2445622901	-0.0348504207683	-0.0680929998842
	33181	-33.211288254	-29.2264879436	-0.0354404998032	-0.0286059498239
	33601	-31.7337999579	-27.0652300588	-0.0371759776329	-0.0513303542559
	34021	-30.1836245794	-23.6879881883	-0.0392539376076	-0.041666206018
	34441	-31.3317594295	-25.6405278148	-0.036221848124	-0.0758526792326
	34861	-29.7476347424	-25.2827637414	-0.0372705493719	-0.0849211278301
	35281	-31.8809430315	-28.0538455796	-0.0347980386875	-0.0505567659942
	35701	-30.8380927909	-20.3890123382	-0.0358868933637	-0.0698871459571
	36121	-28.0979751591	-24.1131106449	-0.037542363147	-0.029076495776
	36541	-29.7071848287	-26.3308011906	-0.0390700338475	-0.0449433036548
	36961	-30.2388870925	-24.3930296756	-0.0386808594599	-0.0460292471976
	37381	-30.2431306025	-25.7176143805	-0.0386137561366	-0.0318554689231
	37801	-29.8812148943	-26.9363777944	-0.036601713287	-0.0781792187668
	38221	-32.5645705319	-25.2223914506	-0.0323724783092	-0.044530963443
	38641	-34.8231831269	-30.2710674738	-0.0335780065293	-0.0565168863011
	39061	-31.5004518443	-24.3544482713	-0.0367968633186	-0.0778666666667
	39481	-30.3182652842	-24.5097265772	-0.0366518772073	-0.0433583095855
	39901	-31.2080374519	-26.716940369	-0.0384849886139	-0.0444288810314
	40321	-31.4924523716	-25.2791513267	-0.0376751995722	-0.0480322942045
	40741	-32.8331899944	-29.3995358894	-0.0339812557164	-0.0598618324192
	41161	-33.1771179696	-28.6433985177	-0.0362491845349	-0.0363810174121
