SESSION START : 1347675529800
SESSION SEED  : 1347675529800
CONFIG FILE : <open file 'C:\Users\joseph\MiscDev\Python\EvoAlg\assign2\dataFiles\G1.dat', mode 'r' at 0x025dd6d8>
SURVIVAL SELECTION: tournament T-SIZE:  3	
PARENT SELECTION : tournament T-SIZE:  3	
RECOMBINATION: npoint  N-SIZE:  3
MUTATION: BIT FLIP
POPULATION SIZE: 12
OFFSPRING SIZE: 5
RUN: 1
	1	-2.32350762527	-2.1
	7	-2.09684210526	-2.05263157895
	8	-2.07859649123	-1.9
	20	-1.89964912281	-1.89473684211
	146	-1.88210526316	-1.8
	215	-1.79929824561	-1.78947368421
	420	-1.79333333333	-1.75
	493	-1.72333333333	-1.65
	612	-1.63578947368	-1.57894736842
	691	-1.57192982456	-1.52631578947
	692	-1.51649122807	-1.4
	10000	-1.4	-1.4
RUN: 2
	1	-2.21842105263	-2.05
	9	-2.04666666667	-2.0
	29	-1.96	-1.85
	193	-1.80473684211	-1.73684210526
	194	-1.72701754386	-1.6
	216	-1.58666666667	-1.55
	274	-1.52456140351	-1.47368421053
	302	-1.46385964912	-1.4
	2127	-1.38947368421	-1.36842105263
	2162	-1.36385964912	-1.3
	10000	-1.3	-1.3
RUN: 3
	1	-2.36033367733	-2.26315789474
	2	-2.27050796927	-2.21052631579
	7	-2.20912280702	-2.2
	32	-2.19	-2.05
	121	-2.04333333333	-2.0
	331	-1.97894736842	-1.89473684211
	342	-1.8865497076	-1.83333333333
	344	-1.78421052632	-1.6
	502	-1.5901754386	-1.52631578947
	538	-1.50596491228	-1.45
	1370	-1.43666666667	-1.35
	1981	-1.34315789474	-1.31578947368
	3524	-1.29824561404	-1.25
	10000	-1.25	-1.25
RUN: 4
	1	-2.41222336888	-2.26315789474
	5	-2.25964912281	-2.21052631579
	36	-2.23666666667	-2.05
	178	-2.03666666667	-1.85
	218	-1.84947368421	-1.84210526316
	349	-1.80701754386	-1.66666666667
	350	-1.72485380117	-1.63157894737
	430	-1.61052631579	-1.52631578947
	442	-1.51614035088	-1.45
	519	-1.43666666667	-1.4
	2115	-1.38666666667	-1.3
	10000	-1.3	-1.3
RUN: 5
	1	-2.3816124871	-2.05
	52	-2.04666666667	-2.0
	71	-1.97333333333	-1.9
	101	-1.89964912281	-1.89473684211
	103	-1.86912280702	-1.84210526316
	107	-1.82368421053	-1.75
	507	-1.74	-1.7
	931	-1.69894736842	-1.68421052632
	966	-1.67736842105	-1.65
	1071	-1.64666666667	-1.6
	1215	-1.59	-1.45
	1802	-1.44333333333	-1.4
	2164	-1.39789473684	-1.36842105263
	2299	-1.35929824561	-1.3
	10000	-1.3	-1.3
RUN: 6
	1	-2.54736842105	-2.36842105263
	4	-2.35719298246	-2.2
	20	-2.18	-2.1
	61	-2.08666666667	-2.0
	131	-1.99649122807	-1.94736842105
	154	-1.93438596491	-1.85
	158	-1.84894736842	-1.84210526316
	172	-1.83596491228	-1.75
	216	-1.74824561404	-1.73684210526
