7.0	4	-1.9	['1', '0', '0', '1', '1', '1', '0', '0']
8.0	4	-2.2	['1', '1', '0', '0', '1', '1', '0', '0']
5.0	3	-1.81666666667	['1', '0', '1', '0', '0', '1', '0', '0']
7.0	4	-1.9	['1', '0', '0', '1', '1', '1', '0', '0']
8.0	4	-2.2	['1', '1', '0', '0', '1', '1', '0', '0']
7.0	4	-1.9	['1', '1', '0', '1', '0', '0', '1', '0']
8.0	3	-2.81666666667	['1', '0', '0', '1', '0', '1', '0', '0']
8.0	4	-2.2	['1', '1', '0', '0', '1', '1', '0', '0']
8.0	4	-2.0	['1', '0', '0', '1', '0', '1', '0', '1']
7.0	3	-2.33333333333	['1', '0', '0', '1', '0', '1', '1', '1']
8.0	4	-2.0	['1', '1', '1', '1', '0', '0', '0', '0']
5.0	3	-1.81666666667	['0', '1', '0', '0', '0', '0', '1', '1']
5.0	3	-1.81666666667	['0', '1', '0', '0', '0', '0', '1', '1']
7.0	3	-2.33333333333	['1', '0', '0', '1', '0', '1', '1', '1']
5.0	3	-1.81666666667	['0', '1', '0', '0', '0', '0', '1', '1']
7.0	3	-2.33333333333	['1', '0', '0', '1', '0', '1', '1', '1']
5.0	3	-1.81666666667	['0', '1', '0', '0', '0', '0', '1', '1']
8.0	4	-2.0	['1', '1', '1', '1', '0', '0', '0', '0']
7.0	3	-2.33333333333	['1', '0', '0', '1', '0', '1', '1', '1']
5.0	3	-1.81666666667	['0', '1', '0', '0', '0', '0', '1', '1']
7.0	3	-2.33333333333	['1', '0', '0', '1', '0', '1', '1', '1']
5.0	2	-2.5	['1', '1', '0', '1', '0', '1', '1', '1']
5.0	3	-1.81666666667	['0', '1', '0', '0', '0', '0', '1', '1']
5.0	2	-2.5	['1', '1', '0', '1', '0', '1', '1', '1']
5.0	3	-1.81666666667	['0', '1', '0', '0', '0', '0', '1', '1']
7.0	3	-2.33333333333	['1', '0', '0', '1', '0', '1', '1', '1']
5.0	3	-1.81666666667	['0', '1', '0', '0', '0', '0', '1', '1']
4.0	3	-1.33333333333	['0', '1', '0', '1', '0', '1', '1', '1']
7.0	3	-2.33333333333	['1', '0', '0', '1', '0', '1', '1', '1']
5.0	3	-1.81666666667	['0', '1', '0', '0', '0', '0', '1', '1']
5.0	3	-1.81666666667	['1', '1', '0', '1', '0', '0', '1', '1']
5.0	3	-1.81666666667	['0', '1', '0', '0', '0', '0', '1', '1']
7.0	3	-2.33333333333	['1', '0', '0', '1', '0', '1', '1', '1']
5.0	3	-1.81666666667	['0', '1', '0', '0', '0', '0', '1', '1']
5.0	2	-2.5	['1', '1', '0', '1', '0', '1', '1', '1']
7.0	3	-2.33333333333	['1', '0', '0', '1', '0', '1', '1', '1']
8.0	4	-2.15	['1', '0', '0', '1', '1', '0', '1', '0']
5.0	3	-1.81666666667	['0', '1', '0', '0', '0', '0', '1', '1']
5.0	3	-1.81666666667	['0', '1', '0', '0', '0', '0', '1', '1']
10.0	4	-2.7	['1', '1', '0', '1', '0', '1', '0', '0']
