29.0	17	-1.85588235294	1010011000011001111111110011100111010010
35.0	20	-1.75	1101011000010001011111111010000011010001
35.0	20	-1.75	1101011000010001011111111010000011010001
31.0	16	-2.0875	1111010001011001001010010000000100001110
29.0	17	-1.85588235294	1010011000011001111111110011100111010010
31.0	12	-2.88333333333	1000000000011100001110000100000110101000
35.0	20	-1.75	1101011000010001011111111010000011010001
37.0	20	-2.05	1101011000000001011111111010100011010001
37.0	20	-2.05	1101010000010111111101101101100010000001
35.0	20	-1.75	1101011000010001011111111010000011010001
35.0	20	-1.75	1101011000010001011111111010000011010001
35.0	20	-1.75	1101011000010001011111111010000011010001
37.0	20	-2.05	1101011000000001011111111010100011010001
37.0	20	-2.05	1101010000010111111101101101100010000001
31.0	18	-1.72222222222	0011110100001000110101111101001100111011
35.0	19	-2.04210526316	0010100110100000110101101101001100110011
35.0	19	-2.04210526316	0010100110100000110101101101001100110011
35.0	19	-2.04210526316	0010100110100000110101101101001100110011
35.0	19	-2.04210526316	0010100110100000110101101101001100110011
31.0	18	-1.72222222222	0011110100001000110101111101001100111011
31.0	18	-1.72222222222	0011110100001000110101111101001100111011
30.0	19	-1.77894736842	1110011011001100101000000111100011100001
30.0	19	-1.77894736842	1110011011001100101000000111100011100001
30.0	19	-1.77894736842	1110011011001100101000000111100011100001
30.0	19	-1.77894736842	1110011011001100101000000111100011100001
28.0	19	-1.62368421053	0100011101100000000001110110111101101111
32.0	20	-1.75	1000011101100000101011111010011100101001
34.0	16	-2.275	1000011101001100001110010000011100100001
30.0	19	-1.77894736842	1110011011001100101000000111100011100001
30.0	19	-1.77894736842	1110011011001100101000000111100011100001
36.0	20	-2.0	1011001110001110101001101010000101011001
32.0	20	-1.75	1000011101100000101011111010011100101001
30.0	19	-1.77894736842	1110011011001100101000000111100011100001
30.0	19	-1.77894736842	1110011011001100101000000111100011100001
30.0	19	-1.77894736842	1110011011001100101000000111100011100001
30.0	19	-1.77894736842	1110011011001100101000000111100011100001
33.0	20	-1.8	1101011011011100101001110010110000001001
32.0	20	-1.75	1000011101100000101011111010011100101001
30.0	19	-1.77894736842	1110011011001100101000000111100011100001
32.0	20	-1.75	1000011101100000101011111010011100101001
30.0	19	-1.77894736842	1110011011001100101000000111100011100001
32.0	20	-1.75	1000011101100000101011111010011100101001
32.0	17	-2.03235294118	1110111011011110101000001001110101110001
29.0	20	-1.6	1110111011001100101000000111100001100011
32.0	17	-2.03235294118	1110111011011110101000001001110101110001
29.0	20	-1.6	1110111011001100101000000111100001100011
29.0	20	-1.6	1110111011001100101000000111100001100011
29.0	20	-1.6	1110111011001100101000000111100001100011
29.0	20	-1.6	1110111011001100101000000111100001100011
28.0	18	-1.55555555556	1110110011011110001100001011101001100011
28.0	18	-1.55555555556	1110110011011110001100001011101001100011
29.0	20	-1.6	1110111011001100101000000111100001100011
32.0	17	-2.03235294118	1110111011011110101000001001110101110001
29.0	20	-1.6	1110111011001100101000000111100001100011
36.0	19	-2.09473684211	0111101011011100011110001000111000101001
29.0	20	-1.6	1110111011001100101000000111100001100011
26.0	18	-1.44444444444	1110110011011110101000001011101001100011
26.0	18	-1.44444444444	1110110011011110101000001011101001100011
26.0	18	-1.44444444444	1110110011011110101000001011101001100011
35.0	18	-2.09444444444	1100110011111110001000001010101000100010
26.0	18	-1.44444444444	1110110011011110101000001011101001100011
26.0	18	-1.44444444444	1110110011011110101000001011101001100011
26.0	18	-1.44444444444	1110110011011110101000001011101001100011
26.0	18	-1.44444444444	1110110011011110101000001011101001100011
26.0	18	-1.44444444444	1110110011011110101000001011101001100011
26.0	18	-1.44444444444	1110110011011110101000001011101001100011
26.0	18	-1.44444444444	1110110011011110101000001011101001100011
26.0	18	-1.44444444444	1110110011011110101000001011101001100011
26.0	18	-1.44444444444	1110110011011110101000001011101001100011
26.0	18	-1.44444444444	1110110011011110101000001011101001100011
22.0	19	-1.15789473684	1100001100101011100100010110101101101101
32.0	18	-1.92777777778	1000111001111010100010001100111001111011
22.0	19	-1.15789473684	1100001100101011100100010110101101101101
22.0	19	-1.15789473684	1100001100101011100100010110101101101101
22.0	19	-1.15789473684	1100001100101011100100010110101101101101
22.0	19	-1.15789473684	1100001100101011100100010110101101101101
35.0	19	-1.84210526316	1000111000111010100010001100111100101111
22.0	18	-1.22222222222	1100001100101111100100010110101101101101
22.0	19	-1.15789473684	1100001100101011100100010110101101101101
22.0	18	-1.22222222222	1100001100101111100100010110101101101101
22.0	19	-1.15789473684	1100001100101011100100010110101101101101
22.0	19	-1.15789473684	1100001100101011100100010110101101101101
22.0	18	-1.22222222222	1100001100101111100100010110101101101101
22.0	19	-1.15789473684	1100001100101011100100010110101101101101
22.0	20	-1.1	0111110010001011011100101011010010010010
23.0	19	-1.21052631579	0111110010001011011100101010010010010010
22.0	20	-1.1	0111110010001011011100101011010010010010
23.0	19	-1.21052631579	0111110010001011011100101010010010010010
22.0	20	-1.1	0111110010001011011100101011010010010010
22.0	20	-1.1	0111110010001011011100101011010010010010
22.0	20	-1.1	0111110010001011011100101011010010010010
